VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-03750_PSM_10_DC06SM2VMM	MSV000079098/clustered/MSV000079098_specs_ms.mgf	31918	203767	2718	Leucinostatin_D_N-De-Me	11	2.7e-30	1103.77	1104.78	-1	M+H	1	CCC(C)C=CC(=O)N1CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CNC	0.00
spectra-02277_PSM_1_C7ED93BDBX	MSV000079050/ccms_peak/Cyanobacteria/1440_RA7_01_23115.mzXML	2259	3538	2070	Precarriebowmide_Precarriebowmide	14	3.7e-30	864.482	865.494	491.587	M+H	1	CCCC1C(C)C(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(CCSC)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)N1	0.00
spectra-00143_PSM_0_C1MV4HS5DY	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate13/A1732_013D7_RD7_01_15593.mzXML	2149	2841	1964	Viequeamide_B_Viequeamide_B	16	3.8e-30	807.478	808.497	431.04	M+H	1	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)NC(C(C)C)C(=O)O1	0.00
spectra-05453_PSM_1_HJ2YHYYBEZ	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Readfield_SEA3_57B8_RB8_01_581.mzXML	745	1247	516	Cotteslosin_A_Cotteslosin_A	13	9.6e-30	635.332	636.344	179.657	M+H	1	CC(C)C1C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccc(cc2)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)N2CCCC2C(=O)N1	0.00
spectra-05453_PSM_0_QT1OI87X4L	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Readfield_SEA3_57B8_RB8_01_581.mzXML	801	1313	549	Cotteslosin_B_Cotteslosin_B	13	1.2e-29	649.348	650.36	188.085	M+H	1	CCC(C)C1C(=O)N(C)C(Cc2ccc(cc2)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)N1	0.00
spectra-04213_PSM_0_6WTEM2JXS3	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate13/A1731_013C7_RC7_01_15580.mzXML	2143	2795	1929	Viequeamide_A_Viequeamide_A	16	1.3e-29	803.504	402.755	421.097	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)CC)C(=O)N2CCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)O1	0.00
spectra-01436_PSM_4_CRUKM097F8	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_V83_53E3_RE3_01_518.mzXML	1350	2293	4491	Leucinostatin_K;_Paecilotoxin_K	12	1.5e-29	1233.83	617.919	314.287	M+2H	2	N1([C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@@H](C(=O)NC(C(=O)NC(C(=O)NCCC(=O)N[C@H](C[N+]([O-])(C)C)C)(C)C)(C)C)CC(C)C)CC(C)C)(C)C)[C@@H](C(C)C)O)C[C@@H](CC(CC(=O)CC)O)C)C[C@@H](C1)C)C(=O)/C=C/[C@@H](CC)C	0.00
spectra-11512_PSM_0_30QTTXX1KX	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Sulf3_GL1A1_GA1_01_850.mzXML	2157	3142	4601	Trichorzin_HA-3	15	3.2e-29	1717.05	859.53	421.702	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)C)(C)C)(CC)C)CCC(=O)N)(C)C)C(C)C)(C)C)CC(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	0.00
spectra-01630_PSM_0_LU2SXE2JZA	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate14/1739_014A9_GA9_01_13850.mzXML	1871	2342	4152	Pitiprolamide	16	3.7e-29	904.531	905.538	342.41	M+H	1	N12C(=O)[C@@H](OC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)C([C@H](OC(=O)[C@H]4N(C(=O)[C@@H](NC(=O)[C@H]5N(C(=O)[C@@H]1CCC2)CCC5)[C@@H](Cc1ccccc1)C)CCC4)CCC)(C)C)C(C)C)CCC3)C(C)C	0.00
spectra-02117_PSM_9_476G2VAHIF	MSV000078936/clustered/MSV000078936_specs_ms.mgf	960	1883	3561	WS-7338-A;_BE-18257-A	11	5.3e-29	598.311	599.325	-1	M+H	1	N1C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1C(C)C)CC(C)C)Cc1c[nH]c2c1cccc2)CCC(=O)O)C	1.09
spectra-00892_PSM_6_2RUNITZ4BL	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PBA3_GL1G7_GG7_01_932.mzXML	1738	3049	4950	Trichoaureocin_3	15	7.4e-29	1951.13	976.574	413.226	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)C(NC(=O)C)(C)C)C)(C)C)C)(C)C)C)CCC(=O)N)(C)C)C(C)C)(C)C)CCCCN)(C)C)[C@H](C(=O)N[C@H](C(=O)NC(C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)CO)CCC(=O)N)CCC(=O)N)(C)C)(C)C)C(C)C)CCC1	0.00
spectra-03311_PSM_0_VY8F9J6JMR	MSV000078937/ccms_peak/Samples/ISP2-s-BuOH-P-03_E-9_P1-E-9_01_14332.mzXML	48	458	1983	Amphomycin,_9CI,_BAN,_USAN_Amphomycin,_9CI,_BAN,_USAN	16	8.0e-29	1289.65	1290.66	164.654	M+H	1	CCC(C)CCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(C(C)N)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C(C)C(=O)O)NC(=O)C2CCCCN2C1=O	1.08
spectra-02776_PSM_14_3LMRBAQYET	MSV000078937/ccms_peak/Samples/ISP2-s-BuOH-P-07_A-12_P1-A-12_01_14595.mzXML	96	741	4106	[Ile7]-Surfactin_C13ai_dimethyl_ester	14	9.9e-29	1035.68	1036.68	259.999	M+H	1	N1C(=O)C(NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CC(OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1C(C)C)CC(=O)OC)CC(C)C)C(CC)C)CCCCCCC(CC)C)CCC(=O)OC)CC(C)C)CC(C)C	1.06
spectra-03367_PSM_22_62ZFL7IQIL	MSV000078937/ccms_peak/Samples/ISP2-s-BuOH-P-08_A-12_P1-A-12_01_14698.mzXML	82	542	4466	SNA-60-367-23	15	2.1e-28	1474.83	738.427	193.078	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)Oc3ccc(C[C@H](C(=O)NC(C(=O)NC(C(=O)N[C@H]1C(C)C)CCC(=O)O)C(O)C)NC(=O)C(NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCC(C)C)CCC(=O)O)CCCN)cc3)C(C)C)Cc1ccc(cc1)O)CCC(=O)N)CCC2	0.00
spectra-10916_PSM_4_OWQZ58WIU6	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/FST6_Cz3_64G4_GG4_01_736.mzXML	1656	2558	2494	Hypomurocin_B_Hypomurocin_B1	14	7.1e-28	1719.03	860.524	354.732	M+2H	2	CC(C)CC(C(=O)NC(C)(C)C(=O)NC(CCC(=N)O)C(=O)NC(C)(C)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=N)O)C(=O)NC(CO)C(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(=O)C	0.00
spectra-05399_PSM_0_Z87QHWEMQI	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate12/1716_012E3_GE3_01_13654.mzXML	1868	2347	2786	Dolastatin_1_15-Epimer,_31-methyl,_11-N-Me	15	1.2e-27	1012.62	1013.63	349.833	M+H	1	CCCC1C(C)C(=O)OC(C(C)CC)C(=O)NCC(=O)N(C)C(CC(C)C)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccc(cc2)OC)C(=O)NC(C)C(=O)C(C)(C)C(=O)N(C)C(C)C(=O)N1	1.05
spectra-04267_PSM_4_FVCGKC39EW	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_PBA3_53C3_RC3_01_493.mzXML	1522	2557	3868	Trikoningin-KB-I	11	1.4e-27	1037.68	1038.7	345.727	M+H	1	C(=O)(NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CC(C)C)CO)C(CC)C)(C)C)C(C)C)(C)C)C(NC(=O)CNC(=O)C(NC(=O)CCCCCCC)(C)C)C(C)C	1.04
spectra-02655_PSM_13_2BIZ37Q390	MSV000078937/raw/Samples/ISP2-s-BuOH-P-02_F-4_P1-F-4_01_14024.mzXML	39	434	2159	Iturin_A_7-L-Asparagine_analogue	14	1.8e-27	1083.57	1084.58	156.226	M+H	1	CC(C)CCCCCCCCCC1CC(=O)NC(CC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC(=N)O)C(=O)NC(CCC(=N)O)C(=O)N2CCCC2C(=O)NC(CC(=N)O)C(=O)NC(CC(=N)O)C(=O)N1	1.03
spectra-03335_PSM_0_5S4ZHXC9AG	MSV000078937/raw/Samples/ISP2-s-BuOH-P-09_H-5_P1-H-5_01_14877.mzXML	37	479	2302	WS_9326A_WS_9326A	13	2.3e-27	1036.49	1037.51	171.781	M+H	1	CCCC=Cc1ccccc1C=CC(=O)NC1C(C)OC(=O)C(CO)NC(=O)C(CC(=N)O)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(=Cc2ccc(cc2)O)N(C)C1=O	1.02
spectra-03670_PSM_0_URZU24YUNU	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Choctaw_Cz1_71C11_RC11_01_789.mzXML	1923	2965	1965	Acuminatum_Acuminatum_B	14	2.3e-27	887.537	888.559	398.407	M+H	1	CCCCCCCCCCC(C)C1CC(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)CC)C(=O)O1	1.01
spectra-06374_PSM_0_I1JO7GA9RF	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate6/1617_006E7_GE7_01_13055.mzXML	2097	2659	2869	Dolastatin_14_Dolastatin_14	15	2.4e-27	1088.69	545.353	387.093	M+2H	2	CC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(CC(=N)O)C(=O)N(C)C(C)C(=O)OC(C)CCCC=CCCC(CC=CC=C(C)C(=O)N1)OC	0.00
spectra-07553_PSM_0_AI7VEVC2WY	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_V82_53A12_RA12_01_477.mzXML	2056	3222	2914	Enniatins_Enniatin_O1	11	2.4e-27	667.441	668.445	434.74	M+H	1	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)O1	1.00
spectra-05707_PSM_0_W9UYH735HS	MSV000079050/ccms_peak/Cyanobacteria/PAC12H_RD1_01_23151.mzXML	1868	3062	3253	Coibamide_A_Coibamide_A	16	9.5e-27	1286.81	644.409	432.676	M+2H	2	CCC(C)C1C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)NC(Cc2ccc(cc2)OC)C(=O)N(C)C(C)C(=O)OC(C)C(C(=O)N(C)C(COC)C(=O)N1C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(COC)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C	0.00
spectra-06442_PSM_0_0QC0UKST0W	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_PBA2_53C2_RC2_01_492.mzXML	1918	2746	4613	Trichovirin_II_4a	14	9.8e-27	1731.07	866.537	374.852	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)C)CC(C)C)(CC)C)CCC(=O)N)(CC)C)C(C)C)(C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	0.00
spectra-11512_PSM_1_0FZGRADPL1	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Sulf3_GL1A1_GA1_01_850.mzXML	2090	3064	4578	Trichovirin_II_1a	14	1.1e-26	1703.03	852.523	411.769	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)C)CC(C)C)C)CCC(=O)N)(CC)C)C(C)C)(C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	0.00
spectra-07096_PSM_0_Z18MMJTI01	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_UV1_53B10_RB10_01_487.mzXML	918	1496	2295	Aspergillicin_E_Aspergillicin_E	12	1.2e-26	754.427	755.432	211.218	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)N(C)C(Cc2ccc(cc2)OC)C(=O)NC(C(C)CC)C(=O)OC(C)C(C(=O)N1)NC(=O)C	0.99
spectra-01303_PSM_10_XMLP0MZ5YS	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Grasshopper_RBC1_71G1_RG1_01_829.mzXML	1980	3461	3213	Sansalvamide_A_N9-Me	12	1.6e-26	600.389	601.393	465.348	M+H	1	CC(C)CC1C(=O)OC(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)N1	0.98
spectra-01898_PSM_0_U30RHDIPNU	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate5/1596_005D3_RD3_01_12941.mzXML	2096	2582	2146	Pitipeptolide_E_Pitipeptolide_E	14	1.6e-26	793.463	794.471	371.204	M+H	1	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)NCC(=O)O1	0.97
spectra-00614_PSM_10_52DAFYND8R	MSV000078635/spectrum/Large_Pseudomonas_v2/P3-A-03_P1-A-3_01_3445.mzXML	265	790	393	Orfamide_A_7-Valine_analogue	12	1.9e-26	1280.82	1281.83	276.222	M+H	1	CCCCCCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(C)OC(=O)C(C(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC1=O)O	0.96
spectra-01863_PSM_0_ZE1ECG7N0E	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate30/2005_030D11_GD11_01_15516.mzXML	2067	2716	774	Palmyramide_A_Palmyramide_A	13	1.9e-26	671.378	672.392	408.774	M+H	1	CCCC1C(C)(C)C(=O)OC(C)C(=O)OC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)O1	0.95
spectra-04264_PSM_1_1RE7NYOXRN	MSV000078635/spectrum/Large_Pseudomonas_v2/P2-E-10_P1-E-10_01_3392.mzXML	43	176	3719	L-Valyl-L-leucyl-L-prolyl-L-valyl-L-prol	9	2.0e-26	651.396	652.391	69.312	M+H	1	N1(C(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CC(C)C)CCC2)C(C)C)C(C(=O)N[C@H](C(=O)O)CCC(=O)N)CCC1	0.94
spectra-10916_PSM_5_AJSDUFJ8TW	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/FST6_Cz3_64G4_GG4_01_736.mzXML	1542	2426	2628	Hypomurocin_B_Hypomurocin_B4	13	3.8e-26	1733.05	867.541	337.492	M+2H	2	CCC(C)(C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=N)O)C(=O)NC(CO)C(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=N)O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(=O)C	0.00
spectra-00642_PSM_0_VN0IV73URI	MSV000078937/raw/Samples/ISP2-s-BuOH-P-08_F-6_P1-F-6_01_14752.mzXML	104	556	4260	Actinomycin_Pip_1beta;_NSC-241535	13	4.4e-26	1268.64	1269.66	197.755	M+H	1	c1(c2c(c(c(=O)c1N)C)oc1c(n2)c(C(=O)NC2C(=O)NC(C(=O)N3C(C(=O)N(CC(=O)N(C(C(=O)OC2C)C(C)C)C)C)CCC3)C(C)C)ccc1C)C(=O)NC1C(=O)NC(C(=O)N2C(C(=O)N(CC(=O)N(C(C(=O)OC1C)C(C)C)C)C)CCCC2)C(C)C	0.93
spectra-01861_PSM_3_9CZVNJR718	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_EW_PNGP1_64D5_GD5_01_699.mzXML	1021	1578	2184	Aspergillicin_A_Demethoxy	12	4.4e-26	710.4	711.408	225.68	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC(C)C(C(=O)N1)NC(=O)C	0.93
spectra-06182_PSM_33_1095OLFT8X	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Widow_TA44_57A9_RA9_01_570.mzXML	2184	3437	4529	[MeVal]5-cyclosporin	15	4.8e-26	1215.86	608.934	461.583	M+2H	2	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(C)C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	0.00
spectra-00892_PSM_10_Z8IY0AEIYC	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PBA3_GL1G7_GG7_01_932.mzXML	1792	3115	4821	Trichosporin-B-IVb	13	5.7e-26	1964.15	983.076	421.663	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)C)C)C)(C)C)(C)C)CCC(=O)N)(C)C)CC(C)C)(C)C)CC(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2ccccc2)CO)CCC(=O)N)CCC(=O)N)(CC)C)(C)C)C(C)C)CCC1	0.00
spectra-03750_PSM_17_U1RGIUBD7W	MSV000079098/clustered/MSV000079098_specs_ms.mgf	22592	179454	4449	Acremostatin_A	11	6.6e-26	1261.9	631.953	-1	M+2H	2	N1(C(=O)C(CCCCCCCC)C)[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)NC(C(=O)NCCC(=O)N[C@H](CNC)C)(C)C)(C)C)CC(C)C)CC(C)C)(C)C)[C@@H](C(C)C)O)C[C@@H](C[C@@H](CC(=O)CC)O)C)C[C@@H](C1)C	0.00
spectra-04616_PSM_7_H1IT40Y3GP	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_Sulf1_53D8_RD8_01_510.mzXML	781	1310	546	Destruxins_Piperidine_homologue,_4'ξ,5'-epoxide	12	7.7e-26	607.358	608.368	188.176	M+H	1	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C)C(=O)NCCC(=O)OC(CC2CO2)C(=O)N2CCCCC2C(=O)N1	0.92
spectra-01287_PSM_2_RNZ3W344GK	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Cz1_GL1F7_GF7_01_919.mzXML	1821	2950	2828	Cordyheptapeptide_A_Cordyheptapeptide_A	11	1.1e-25	879.489	880.489	401.604	M+H	1	CCC(C)C1C(=O)NC(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)N(C)CC(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(cc2)O)C(=O)N1	0.91
spectra-13052_PSM_0_ULC4KP0VGT	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/CCAV_SEA31_57F12_RF12_01_635.mzXML	886	1457	616	JBIR_113_JBIR_113	11	1.5e-25	595.301	596.308	207.351	M+H	1	CC1C(=O)N2CCCC2C(=O)N2CCCCC2C(=O)N2CCCCC2C(=O)OC(C)C(C(=O)N1)NC(=O)c1ccccc1	0.90
spectra-03344_PSM_0_V7VUTCJQB3	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate4/A1584_004C7_GC7_01_12826.mzXML	1625	2120	1615	Dolastatin_1_11-N-Me	14	1.6e-25	998.605	999.596	314.26	M+H	1	CCC(C)C1C(=O)NCC(=O)N(C)C(CC(C)C)C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccc(cc2)OC)C(=O)NC(C)C(=O)C(C)(C)C(=O)N(C)C(C)C(=O)NC(CC)C(C)C(=O)O1	0.89
spectra-07986_PSM_22_MWNW3P0HBV	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate57/Widow_Sulf43_57A10_RA10_01_571.mzXML	1774	2864	4158	Leucinostatin_V	11	3.7e-25	1187.83	594.919	387.796	M+2H	2	N1(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCC(=O)NC(CNC)C)(C)C)(C)C)CC(C)C)CC(C)C)(C)C)C(C(C)C)O)CC(CCCC(=O)CC)C)CC(C1)C)C(=O)/C=C/[C@@H](CC)C	1.69
spectra-03027_PSM_4_0CS4WOFUDA	MSV000078635/spectrum/Large_Pseudomonas_v2/P1-F-12_P1-F-12_01_3287.mzXML	229	702	2109	Antibiotic_MA_026_Antibiotic_MA_026	13	5.1e-25	1775.08	888.548	246.543	M+2H	2	CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=N)O)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=N)O)C(=O)NC1COC(=O)C(C(C)CC)NC(=O)C(CCC(=N)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(=N)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC1=O)O	1.67
spectra-00892_PSM_9_M78AOG767A	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PBA3_GL1G7_GG7_01_932.mzXML	1755	3068	4952	Trichoaureocin_6	13	1.2e-24	1937.11	969.565	415.721	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)C(NC(=O)C)(C)C)C)(C)C)C)(C)C)C)CCC(=O)N)(C)C)C(C)C)C)CCCCN)(C)C)[C@H](C(=O)N[C@H](C(=O)NC(C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)CO)CCC(=O)N)CCC(=O)N)(C)C)(C)C)C(C)C)CCC1	3.23
spectra-00892_PSM_12_ST7Y7JIO5E	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PBA3_GL1G7_GG7_01_932.mzXML	1613	2887	4795	Trichosporin-Bs-e	12	1.8e-24	1936.11	969.062	392.426	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C)(C)C)C)C)(C)C)(C)C)CCC(=O)N)(C)C)C(CC)C)(C)C)C(CC)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2ccccc2)CO)CCC(=O)N)CCC(=O)N)(C)C)(C)C)C(C)C)CCC1	3.17
