VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-04754_PSM_45_5S4VS32B1B	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_Sulf1_53D8_RD8_01_510.mzXML	1825	2719	1498	Isariins_Isoisariin_B	12	2.0e-25	595.394	638.441	368.553	M+H	1	CCCCC(C)C1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	9.76
spectra-00016_PSM_6_SZAA2KFRQY	MSV000078635/raw/Large_Pseudomonas_v2/P2-B-02_P1-B-2_01_3339.mzXML	17	89	2900	Lyngbyazothrin_C_5''-Deacyl	14	2.2e-25	1312.69	674.352	40.019	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccc(cc2)OC)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)O)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)N1)O	11.17
spectra-01321_PSM_0_VOFPO4RLBQ	MSV000078635/ccms_peak/Large_Pseudomonas_v2/P3-C-01_P1-C-1_01_3473.mzXML	91	207	4275	hymenamide_J	13	2.2e-25	1098.52	1100.58	79.769	M+H	1	[C@@H]1(C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)Cc1c3c([nH]c1)cccc3)CCC2)Cc1ccc(cc1)O)C(C)C	9.72
spectra-04100_PSM_46_4Z2YSWBTCA	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Tracy_PDA2_64G8_GG8_01_740.mzXML	1908	2862	4603	Trichovirin_II_4b	13	2.2e-25	1717.05	867.528	394.691	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)C(C)C)(C)C)(CC)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	11.11
spectra-01377_PSM_1_L0NHJMPCAH	MSV000078936/ccms_peak/Samples/ISP2-s-EAM-P-09_H-5_P1-H-5_01_13645.mzXML	33	471	992	WS_9326A_2''S,3''-Dihydro	12	2.3e-25	1038.51	1037.49	168.672	M+H	1	CCCC=Cc1ccccc1C=CC(=O)NC1C(C)OC(=O)C(CO)NC(=O)C(CC(=N)O)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccc(cc2)O)N(C)C1=O	9.69
spectra-10608_PSM_74_G3NBFMYIRI	MSV000079050/clustered/MSV000079050_specs_ms.mgf	8257	115622	17	Anabaenopeptin_NZ825_Anabaenopeptin_NZ825	10	2.5e-25	825.443	806.491	-1	M+H	1	CCC(C)C1C(=O)NC(CCc2ccccc2)C(=O)N(C)CC(=O)NC(CCc2ccccc2)C(=O)NCCCCC(C(=O)N1)NC(=O)NC(Cc1ccccc1)C(=O)O	9.66
spectra-04758_PSM_1_GGGJ3O2B92	MSV000079450/ccms_peak/mzXML/P3-B-10_P1-B-10_01_3467.mzXML	43	179	1373	Cyclolinopeptide_B_Cyclolinopeptide_B	12	2.6e-25	1057.6	553.331	70.314	M+2H	2	CCC(C)C1C(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)N1	11.06
spectra-04692_PSM_2_TYE8KKUM6A	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_GVA1_53C8_RC8_01_498.mzXML	1411	2519	1139	(D-Hiv)2(Leu)4(Thr)7-Cyclosporin_A_8''-Hydroxy,_10-L-leucine_analogue	17	2.8e-25	1262.85	612.44	345.03	M+2H	2	CC(C)CC1C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)OC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C(C)CC=CCO)O)C(=O)NC(C(C)O)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)N1	11.00
spectra-05701_PSM_0_8OLLNJ8ZJH	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_UV3_GL1G10_GG10_01_935.mzXML	1095	1791	863	Porpoisamide_A_2-Epimer	11	3.0e-25	598.373	606.33	250.629	M+H	1	CCCCCC1C(C)C(=O)OC(C(C)CC)C(=O)N2CCCC2C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N1	9.62
spectra-04120_PSM_2_N6404RG1JD	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_BIA4_53C12_RC12_01_502.mzXML	1738	3208	570	Aureobasidins_Aureobasidin_U2	16	3.2e-25	1072.66	564.872	432.706	M+2H	2	CC(C)CC1C(=O)N(C)C(C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N1)C(C)(C)O	10.95
spectra-05232_PSM_72_GMW9DGRID8	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PBA3_GL1G7_GG7_01_932.mzXML	1604	2875	4795	Trichosporin-Bs-e	12	3.2e-25	1936.11	969.571	390.906	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C)(C)C)C)C)(C)C)(C)C)CCC(=O)N)(C)C)C(CC)C)(C)C)C(CC)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2ccccc2)CO)CCC(=O)N)CCC(=O)N)(C)C)(C)C)C(C)C)CCC1	10.90
spectra-03595_PSM_40_JSU0RC1X1X	MSV000078635/clustered/MSV000078635_specs_ms.mgf	192	287	195	Cyclolinopeptide_A_Cyclolinopeptide_A	12	3.3e-25	1039.65	572.347	-1	M+2H	2	CCC(C)C1C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)N1	10.85
spectra-03362_PSM_56_BXBBQFGGLZ	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_BGA2_64C8_GC8_01_690.mzXML	1545	2481	4768	Boletusin	13	3.4e-25	1895.07	955.556	345.239	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)Cc2ccccc2)(C)C)C)(C)C)(CC)C)CC(C)C)CCC(=O)N)(C)C)(C)C)C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc2c[nH]c3c2cccc3)CO)CCC(=O)N)(C)C)(C)C)(C)C)CCC1	10.80
spectra-04754_PSM_39_YKDNZWJLTG	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_Sulf1_53D8_RD8_01_510.mzXML	1485	2190	1578	Isaridins_Isaridin_D	12	3.6e-25	683.426	670.411	300.418	M+H	1	CCC(C)C1C(=O)NCCC(=O)OC(CC(C)C)C(=O)N2CCC(C)C2C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N1C	9.59
spectra-07540_PSM_2_R6PHR1JG3F	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate1/1554_001D9_RD9_01_12547.mzXML	2043	2538	3982	Aureobasidin-U2	16	3.8e-25	1072.66	481.354	367.889	M+2H	2	C1(C(=O)N2C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)NC(C(=O)NC(C(=O)N1C)Cc1ccccc1)C(C)C)C(C)C)C(C)C)C)CC(C)C)C(CC)C)C)C(C)C)CCC2)C(c1ccccc1)O	10.75
spectra-06004_PSM_3_QZ18W0XBS3	MSV000079450/peak/mzXML/P3-G-11_Bat_P1-A-07_P2-A-7_01_8435.mzXML	70	198	3417	E'Streptocidin_C'	14	4.0e-25	1297.7	659.338	76.722	M+2H	2	NCCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H](NC(=O)[C@@H](NC1=O)CC(C)C)Cc1ccccc1)CCC2)CC(C)C)Cc1c[nH]c2c1cccc2)Cc1c[nH]c2c1cccc2)C(C)C	10.70
spectra-01208_PSM_0_E9ZAQIQXQV	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_Coffee1_53E7_RE7_01_522.mzXML	1924	3359	2997	Omphalotin_B_49-De(acyloxy),_N7-hydroxy	16	4.5e-25	1381.86	667.458	453.667	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)CC(=O)N(C)C(C(=O)N(C)C(C(C)CC)C(=O)N(C)C(C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)N2C(CC3(c4ccccc4N(C23)O)O)C(=O)N(C)C(C(C)C)C(=O)N1)O)C(C)(C)O	10.65
spectra-01653_PSM_13_MIRYQQJ4L9	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_BIA10_GL1E4_GE4_01_904.mzXML	1110	1852	1317	Crotosparsamide_Crotosparsamide	15	4.6e-25	828.449	809.447	256.45	M+H	1	CC(C)CC1C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(=N)O)C(=O)NCC(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1	9.56
spectra-04069_PSM_16_XZIBMZGD45	MSV000079050/ccms_peak/Cyanobacteria/DY70-8_RF8_01_23188.mzXML	2438	3954	2035	Antibiotic_RF_2691B_Antibiotic_RF_2691B	11	4.6e-25	772.462	833.462	550.712	M+H	1	CCC(C)C1C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(Cc2ccc(cc2)OCC=C(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1	9.52
spectra-00771_PSM_5_KL1YDTPDLC	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate16/A1818_016H3_GH3_01_14102.mzXML	672	1030	819	Molassamide_Molassamide	14	4.9e-25	962.475	473.237	177.414	M+2H	2	CCCC(=O)NC(C)C(=O)NC(C(C)O)C(=O)NC1C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(cc2)O)N(C)C(=O)C(Cc2ccccc2)N2C(CCC(C2=O)NC(=O)C(=CC)NC1=O)O	10.60
spectra-00923_PSM_5_TVGGH2H9BU	MSV000078635/spectrum/Large_Pseudomonas_v2/P3-D-05_P1-D-5_01_3492.mzXML	69	187	3883	axinastatin_2	12	5.4e-25	766.438	856.442	73.064	M+H	1	C1(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](N1)CC(=O)N)CCC2)Cc1ccccc1)C(C)C)CC(C)C	9.80
spectra-03739_PSM_10_LKJMT5FX2J	MSV000078635/spectrum/Large_Pseudomonas_v2/P3-D-08_P1-D-8_01_3495.mzXML	67	190	3791	Phakellistatin_13	12	5.4e-25	798.406	856.439	74.049	M+H	1	N12C(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)CCC3)C(O)C)CC(C)C)Cc1c[nH]c2c1cccc2	9.76
spectra-04069_PSM_13_W17UD6UNZX	MSV000079050/ccms_peak/Cyanobacteria/DY70-8_RF8_01_23188.mzXML	2208	3686	2002	Antibiotic_RF_2691A_Antibiotic_RF_2691A	11	6.2e-25	758.447	733.408	516.053	M+H	1	CC(=CCOc1ccc(cc1)CC1C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)N1)C	10.03
spectra-00354_PSM_23_67AI4H8FWN	MSV000078635/spectrum/Large_Pseudomonas_v2/P2-F-08_P1-F-8_01_3405.mzXML	152	302	1100	Agrastatin_Agrastatin_A	13	7.0e-25	1448.78	736.378	111.794	M+2H	2	CCCCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C(CCC(=N)O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O)O	10.55
spectra-00863_PSM_0_KOJLPLLDHK	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Miller4_SEA3_71H7_RH7_01_847.mzXML	1930	3174	2958	Aureobasidins_Aureobasidin_S1	13	8.9e-25	1134.64	587.378	426.352	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(CCS(=O)C)C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(=O)O1)C(C)(C)O	10.91
spectra-09251_PSM_104_9217IV2TX6	MSV000079050/raw/Cyanobacteria/EHu-7I_GA6_01_23229.mzXML	712	1815	572	Lobocyclamide_A_Lobocyclamide_A	18	8.9e-25	1197.7	616.859	274.678	M+2H	2	CCCCCC1CC(=O)NC(CO)C(=O)NC(=CC)C(=O)N2CC(CC2C(=O)NC(CCO)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NCC(=O)N1)O	10.86
spectra-06529_PSM_13_I7Q3BZX1YZ	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Davis9_Cz3_71H8_RH8_01_848.mzXML	2480	3892	4614	[MeOThr]2-[(D)MeAla]3-[MeVal]5-cyclospor	13	9.9e-25	1259.88	1188.82	519.858	M+H	1	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)C(OC)C)C)C)C)CC(C)C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	10.00
spectra-00251_PSM_48_1UGHX8KWAX	MSV000078635/spectrum/Large_Pseudomonas_v2/P3-C-12_P1-C-12_01_3484.mzXML	82	196	3897	stylissamide_A	11	1.0e-24	844.448	459.261	76.066	M+2H	2	c1(CC2C(=O)N3[C@@H](CCC3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)N2)C(C)C)CCC4)CCC3)CCCCN)Cc2ccc(cc2)O)ccc(cc1)O	10.81
spectra-01606_PSM_0_W1OAB1JPKS	MSV000078568/raw/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate28/1966_028E6_GE6_01_15326.mzXML	1712	2252	1696	Verrucamides_Verrucamide_A	21	1.1e-24	1414.84	674.897	331.489	M+2H	2	CCC(C)C1C(=O)N(C)C(CO)C(=O)N(C)C(C(C)CC)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)N1	10.76
spectra-04173_PSM_47_0JIVXCLADR	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_Sulf3_GL1A1_GA1_01_850.mzXML	1952	2901	4576	Trichotoxin_J;_Trichotoxin_A_50C2-2	13	1.1e-24	1675	853.527	390.908	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C)(C)C)(C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)(C)C)(C)C)C)C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	10.71
spectra-12338_PSM_37_0GUP9Y9M7B	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PFA2_GL1D6_GD6_01_892.mzXML	2172	3224	4652	Trichokindin-Va;_(Trichokindin-VIIIa)	13	1.1e-24	1761.08	882.542	434.276	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)CO)C)(C)C)(C)C)CCC(=O)N)(CC)C)CC(C)C)(C)C)C)(CC)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(CC)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	10.67
spectra-01653_PSM_24_NOOQ9KGMKT	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_BIA10_GL1E4_GE4_01_904.mzXML	1214	1991	4467	Bergofungin;_Bergofungin_A	13	1.2e-24	1524.89	814.479	274.28	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)C(C)C)(C)C)(C)C)(C)C)C(C)C)CC(C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)N2C(C(=O)NC(C(=O)NC(Cc3ccccc3)CO)(C)C)CC(C2)O)(CC)C)CCC(=O)N)CC(C1)O	10.62
spectra-12402_PSM_235_KK543K0N19	MSV000079098/clustered/MSV000079098_specs_ms.mgf	21048	173180	4125	Trichorovin-IIb	10	1.2e-24	1146.74	585.361	-1	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)CC(=O)N)CC(C)C)C(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C(C(=O)NC(C(C)C)CO)CCC2)(C)C)CC(C)C)CC(C)C)CCC1	10.57
spectra-12338_PSM_35_8H1HWG0K3K	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PFA2_GL1D6_GD6_01_892.mzXML	2263	3331	4655	Trichokindin-IV	13	1.4e-24	1761.08	881.526	447.996	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)(C)C)CO)C)(C)C)(CC)C)CCC(=O)N)(CC)C)CC(C)C)(C)C)C)(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(CC)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	10.53
None	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Grasshopper_RBC1_71G1_RG1_01_829.mzXML	1971	3450	3213	Sansalvamide_A_N9-Me	11	1.7e-24	600.389	601.392	463.25	M+H	1	CC(C)CC1C(=O)OC(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)N1	10.56
spectra-02129_PSM_13_ST69YGUCOJ	MSV000078936/raw/Samples/ISP2-s-EAM-P-01_C-7_P1-C-7_01_12765.mzXML	284	694	2425	Stendomycin_Stendomycin	11	1.8e-24	1628.03	1629.07	243.894	M+H	1	CCC(C)C(C(=O)NC(C)C(=O)NC(=CC)C(=O)NC1C(C)OC(=O)C(C2CCNC(=NC)N2C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC1=O)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(C(C)O)N(C)C(=O)C1CCCN1C(=O)CCCCCCCCCCC(C)C	10.53
spectra-02185_PSM_1_OBZL7BBYVR	MSV000078568/ccms_peak/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate28/1952_028A5_GA5_01_15275.mzXML	2202	2891	1748	Veraguamide_A_Veraguamide_A	12	1.8e-24	766.352	769.366	411.41	M+H	1	CCC(C)C1C(=O)N2CCCC2C(=O)N(C)C(C(C)C)C(=O)OC(CCCC#CBr)C(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)O1	10.49
spectra-01209_PSM_10_4KXUVT4BST	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/DMC3_PFA1_53D7_RD7_01_509.mzXML	2098	2915	2834	BZR-Cotoxin_II_BZR-Cotoxin_II	14	1.9e-24	964.573	963.596	395.573	M+H	1	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	10.46
spectra-12338_PSM_61_7Q826CHT52	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/PlateGL1/1_PFA2_GL1D6_GD6_01_892.mzXML	2019	3046	4548	Trichorzin_HA-1	12	1.9e-24	1661.02	795.51	411.631	M+2H	2	N1(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(N)(C)C)C)(C)C)(C)C)CCC(=O)N)(C)C)C(C)C)(C)C)CC(C)C)(C)C)C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)CO)CCC(=O)N)(C)C)(C)C)CC(C)C)CCC1	10.48
spectra-06482_PSM_64_YJZKJY3A84	MSV000079050/raw/Cyanobacteria/PAC12_RC8_01_23145.mzXML	768	1881	1669	Clavariopsin_A_N25-De-Me	16	2.0e-24	1139.68	644.408	279.837	M+2H	2	CCC(C)C1C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(cc2)OC)C(=O)OC(C(C)C)C(=O)N2CCCCC2C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)O)C(=O)N(C)C(=O)C(C(C)CC)N1C	10.43
spectra-06891_PSM_3_Z15YM3T5HT	MSV000078937/ccms_peak/Samples/ISP2-s-BuOH-P-08_H-6_P1-H-6_01_14776.mzXML	33	456	3353	A1437	13	2.0e-24	1273.62	1290.67	164.1	M+H	1	C/C=C/CCCCCC/C=C/CC(=O)N[C@@H](C(=O)N[C@@H]1N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]2N(C1=O)CCCC2)[C@@H](C(=O)O)C)CC(=O)O)CC(=O)O)[C@@H](N)C)C(C)C)CC(=O)O	10.42
spectra-01981_PSM_0_VHTMHV1V5K	MSV000078635/ccms_peak/Large_Pseudomonas_v2/P3-F-09_P1-F-9_01_3526.mzXML	12	76	4446	stylopeptide_2	13	2.1e-24	1172.63	603.306	35.621	M+2H	2	[C@@H]1(C(=O)N2[C@@H](CCC2)C(=O)N[C@@H]([C@H](O)C)C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2[C@@H](CCC2)C(=O)N[C@H](C(=O)N2[C@H](C(=O)N1)CCC2)Cc1ccccc1)Cc1ccccc1)Cc1ccc(cc1)O	10.39
spectra-01971_PSM_6_Q0RC81QPLX	MSV000078937/ccms_peak/Samples/ISP2-s-BuOH-P-04_F-1_P1-F-1_01_14439.mzXML	384	1035	927	Cereulide_Homologue_(R_=_CH2CH3)	15	2.3e-24	1166.69	1147.62	359.001	M+H	1	CCC(C)CC1C(=O)NC(C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)O1	10.68
spectra-06550_PSM_0_ZLK40Y5WT3	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate8/1647_008F5_GF5_01_15651.mzXML	770	1232	1292	Pahayokolide_A_56-O-Deacyl	15	2.3e-24	1302.65	624.338	204.903	M+2H	2	CC=C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccccc2)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)O)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N1)O	10.34
spectra-02886_PSM_22_8CY0LXK6CG	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/FST6_Cz3_64G4_GG4_01_736.mzXML	1897	2835	4418	Clavariopsin_B	15	2.4e-24	1139.68	582.351	390.825	M+2H	2	C1(=O)N([C@H](C(=O)NCC(=O)N([C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H]1[C@H](CC)C)C)CC(=O)O)C)C(C)C)C(C)C)CCCC2)C(C)C)Cc1ccc(cc1)OC)C(C)C)C)[C@H](CC)C)C	10.30
